CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2024-00040006,100 Block CORLISS ST,05/24/2024 11:21:00 AM,5,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,Central Station
2024-00036369,100 Block CORLISS ST,05/12/2024 05:51:00 PM,5,2024,"Larceny, Other",11-41-1,LARCENY/O $11000 - ALL OTH LARCENY,1,MLabutti
2024-00051222,100 Block CORLISS ST,06/25/2024 08:59:27 PM,6,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,RRaso
2024-00060598,100 Block CORLISS ST,07/25/2024 11:50:00 AM,7,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station
2024-00055796,100 Block CORLISS ST,07/10/2024 09:26:00 AM,7,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,JBenros
2024-00056428,100 Block CORLISS ST,07/12/2024 01:40:00 AM,7,2024,Traffic Violation,31-9-3,Injuring or Tampering with Vehicles,1,JNazario Feliz
2024-00033480,100 Block W CLIFFORD ST,05/03/2024 10:22:00 AM,5,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,Central Station
2024-00082669,0 Block STONE ST,10/03/2024 09:06:00 PM,10,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MLabutti
2024-00082669,0 Block STONE ST,10/03/2024 09:06:00 PM,10,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MLabutti
2024-00051707,200 Block GOVERNOR ST,06/27/2024 01:34:00 PM,6,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,Central Station
2024-00049824,0 Block DIXON ST,06/21/2024 01:57:00 PM,6,2024,Municipal Code Violation,Sec. 23-95.,Parking or MV Violation,1,FTavares
2024-00074964,1800 Block WESTMINSTER ST,09/09/2024 07:06:00 PM,9,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,NEastman
2024-00053164,900 Block EDDY ST,07/02/2024 09:34:12 AM,7,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,WPognon
2024-00069981,100 Block PEMBROKE AVE,08/25/2024 01:16:11 PM,8,2024,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JLanier
2024-00049518,RIVER AVE &  BERKLEY ST,06/20/2024 03:35:00 PM,6,2024,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,ALara
2024-00075099,0 Block AVON ST,09/10/2024 08:48:55 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DSepe
2024-00056614,BROADWAY  &  HARRIS AVE,07/12/2024 04:29:05 PM,7,2024,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,FLopez
2024-00035477,600 Block ADMIRAL ST,05/09/2024 09:20:00 PM,5,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/O $11000 - FROM MV,1,RFernandes
2024-00035477,600 Block ADMIRAL ST,05/09/2024 09:20:00 PM,5,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,RFernandes
2024-00050489,500 Block ADMIRAL ST,06/23/2024 03:10:00 PM,6,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,JPalmer
2024-00055261,500 Block ADMIRAL ST,07/08/2024 09:42:00 AM,7,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,Central Station
2024-00064003,0 Block JUNE ST,08/05/2024 08:53:41 PM,8,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,TCargill
2024-00033633,300 Block HOPE ST,05/03/2024 07:54:48 PM,5,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,VPazzetta
2024-00064556,ELMWOOD AVE &  ARCH ST,08/08/2024 12:03:53 AM,8,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,JGuiot
2024-00064556,ELMWOOD AVE &  ARCH ST,08/08/2024 12:03:53 AM,8,2024,Traffic Violation,31-18-3,ROW in Crosswalk,1,JGuiot
2024-00075640,ELMWOOD AVE &  ARCH ST,09/11/2024 09:31:00 PM,9,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,PGinolfi
2024-00084425,200 Block BROAD ST,10/09/2024 11:36:54 AM,10,2024,Auto Towed,Not Used,Parking or MV Violation,0,JDeschamps
2024-00084433,200 Block BROAD ST,10/09/2024 11:58:54 AM,10,2024,Auto Towed,Not Used,Parking or MV Violation,0,JDeschamps
2024-00069080,800 Block N MAIN ST,08/22/2024 07:27:00 PM,8,2024,Bad Checks,19-9-25,FRAUDULENT CHECKS-(OVER $1000),1,PHourahan
2024-00050334,0 Block CURTIS ST,06/23/2024 02:24:00 AM,6,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,KBaxter
2024-00075784,0 Block CURTIS ST,09/12/2024 08:52:12 AM,9,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TO'Mara
2024-00072539,0 Block CURTIS ST,09/02/2024 07:53:04 AM,9,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,SIm
2024-00049773,1000 Block SMITH ST,06/21/2024 10:09:00 AM,6,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GScarcello
2024-00037625,900 Block BROAD ST,05/16/2024 09:44:00 PM,5,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,DHernandez Martinez
2024-00059221,900 Block BROAD ST,07/20/2024 10:27:30 PM,7,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,CSalinas
2024-00084926,500 Block N MAIN ST,10/11/2024 07:51:00 AM,10,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2024-00071841,0 Block WEYBOSSET ST,08/31/2024 09:22:00 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MBaldassare
2024-00068934,0 Block WEYBOSSET ST,08/22/2024 10:19:00 AM,8,2024,Larceny from Building,11-41-1,LARCENY/O $11000 - FROM BLD,1,Central Station
2024-00068305,0 Block WEYBOSSET ST,08/20/2024 08:17:00 AM,8,2024,Burglary,11-8-4,B&E BUS.PLACE PUBLIC BLDG  OR SHIP W/FEL. INTENT,1,GSlater
2024-00045867,0 Block DARTMOUTH AVE,06/10/2024 12:16:02 AM,6,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,PSaravia
2024-00045867,0 Block DARTMOUTH AVE,06/10/2024 12:16:02 AM,6,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,PSaravia
2024-00045867,0 Block DARTMOUTH AVE,06/10/2024 12:16:02 AM,6,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,PSaravia
2024-00045867,0 Block DARTMOUTH AVE,06/10/2024 12:16:02 AM,6,2024,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,PSaravia
2024-00045867,0 Block DARTMOUTH AVE,06/10/2024 12:16:02 AM,6,2024,RI Statute Violation,11-44-21,FALSE FIRE/POLICE ALARM W/INTENT & VANDALIZING - ALL OTH OFFENSE,1,PSaravia
2024-00077892,0 Block DARTMOUTH AVE,09/18/2024 04:06:07 PM,9,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,SBouyssou
2024-00085353,0 Block DARTMOUTH AVE,10/12/2024 01:20:00 PM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,AGarcia
2024-00050869,100 Block INDIANA AVE,06/24/2024 07:30:00 PM,6,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,JMota
2024-00050869,100 Block INDIANA AVE,06/24/2024 07:30:00 PM,6,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JMota
2024-00049693,S WATER ST &  TOCKWOTTON ST,06/21/2024 12:21:13 AM,6,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,SSesay
2024-00049693,S WATER ST &  TOCKWOTTON ST,06/21/2024 12:21:13 AM,6,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,SSesay
2024-00060046,S WATER ST &  TOCKWOTTON ST,07/23/2024 01:14:00 PM,7,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/O $11000 - FROM MV,1,Central Station
2024-00074427,S WATER ST &  TOCKWOTTON ST,09/08/2024 02:13:00 AM,9,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,JMontilla
2024-00082774,0 Block UPDIKE ST,10/04/2024 08:11:00 AM,10,2024,"Larceny, Other",11-41-1,LARCENY/O $11000 - ALL OTH LARCENY,1,Central Station
2024-00081165,DAVE GAVITT WAY &  WASHINGTON ST,09/29/2024 01:27:14 AM,9,2024,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,FLopez
2024-00084824,0 Block BERKLEY ST,10/10/2024 07:48:43 PM,10,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,ELane
2024-00040750,100 Block CHAD BROWN ST,05/26/2024 05:37:28 AM,5,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,BAucoin
2024-00500757,0 Block HOMER ST,05/17/2024 11:50:26 PM,5,2024,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField
2024-00053845,100 Block RICHMOND ST,07/04/2024 12:55:06 AM,7,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,THoulihan
2024-00053845,100 Block RICHMOND ST,07/04/2024 12:55:06 AM,7,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,THoulihan
2024-00086887,100 Block LINWOOD AVE,10/17/2024 08:42:23 PM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MLombardi
2024-00086887,100 Block LINWOOD AVE,10/17/2024 08:42:23 PM,10,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MLombardi
2024-00086711,GORDON AVE &  PUBLIC ST,10/17/2024 10:41:37 AM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,CPineyro
2024-00071748,AMERICA ST &  ATWELLS AVE,08/31/2024 12:47:37 AM,8,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MSifontes
2024-00071748,AMERICA ST &  ATWELLS AVE,08/31/2024 12:47:37 AM,8,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MSifontes
2024-00071748,AMERICA ST &  ATWELLS AVE,08/31/2024 12:47:37 AM,8,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,MSifontes
2024-00071748,AMERICA ST &  ATWELLS AVE,08/31/2024 12:47:37 AM,8,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,MSifontes
2024-00071748,AMERICA ST &  ATWELLS AVE,08/31/2024 12:47:37 AM,8,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,MSifontes
2024-00031120,0 Block HILARY DR,04/25/2024 06:03:00 PM,4,2024,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,Central Station
2024-00034859,SMITH ST &  FRANCIS ST,05/07/2024 08:40:00 PM,5,2024,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,DMonteiro
2024-00033486,0 Block VALLEY ST,05/03/2024 10:46:00 AM,5,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,Central Station
2024-00078757,0 Block VALLEY ST,09/21/2024 09:58:00 AM,9,2024,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,DViera
2024-00078757,0 Block VALLEY ST,09/21/2024 09:58:00 AM,9,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DViera
2024-00042579,0 Block WEYBOSSET ST,05/31/2024 05:15:00 PM,5,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/O $11000 - FROM MV,1,Central Station
2024-00072854,200 Block WEYBOSSET ST,09/03/2024 11:46:20 AM,9,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,JManown
2024-00071474,300 Block VALLEY ST,08/30/2024 08:38:00 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,KWilliams
2024-00071474,300 Block VALLEY ST,08/30/2024 08:38:00 AM,8,2024,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,KWilliams
2024-00071474,300 Block VALLEY ST,08/30/2024 08:38:00 AM,8,2024,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,KWilliams
2024-00039348,300 Block VALLEY ST,05/22/2024 01:39:27 PM,5,2024,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,YGonzalez
2024-00067253,300 Block VALLEY ST,08/16/2024 08:41:10 PM,8,2024,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SCerullo
2024-00067253,300 Block VALLEY ST,08/16/2024 08:41:10 PM,8,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,SCerullo
2024-00062032,300 Block VALLEY ST,07/30/2024 08:19:00 AM,7,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,CCastagliuolo
2024-00059547,0 Block DIKE ST,07/21/2024 07:21:00 PM,7,2024,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,JHeeder
2024-00043457,0 Block DIKE ST,06/02/2024 10:04:28 PM,6,2024,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,FLopez
2024-00055849,0 Block REGENCY PLZ,07/10/2024 12:51:00 PM,7,2024,"Larceny, Other",11-41-1,LARCENY/O $11000 - ALL OTH LARCENY,1,GSlater
2024-00069176,0 Block REGENCY PLZ,08/23/2024 03:30:00 AM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLeroux
2024-00084620,100 Block DORRANCE ST,10/10/2024 05:39:00 AM,10,2024,House Fire,Not Used,No violations,0,LTyHanson
2024-00039675,700 Block EDDY ST,05/23/2024 11:32:00 AM,5,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,JManown
2024-00039675,700 Block EDDY ST,05/23/2024 11:32:00 AM,5,2024,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,JManown
2024-00039675,700 Block EDDY ST,05/23/2024 11:32:00 AM,5,2024,Weapons,11-47-5,POSS OF ARMS BY CONVICT IN CRIME OF VIOL/FUGITIVE,1,JManown
2024-00039675,700 Block EDDY ST,05/23/2024 11:32:00 AM,5,2024,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,JManown
2024-00044601,300 Block WEYBOSSET ST,06/06/2024 12:21:00 PM,6,2024,Larceny from Building,11-41-1,LARCENY/U $11000 - FROM BLD,1,Central Station
2024-00048908,100 Block WESTMINSTER ST,06/18/2024 06:43:00 PM,6,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,Central Station
2024-00074581,0 Block PROVIDENCE ST,09/08/2024 04:24:53 PM,9,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,JCortorreal
2024-00077876,200 Block WEYBOSSET ST,09/18/2024 03:45:00 PM,9,2024,Bad Checks,19-9-25,FRAUDULENT CHECKS-(OVER $1000),1,Central Station
2024-00071371,0 Block RUGGLES ST,08/29/2024 10:17:00 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station
2024-00042446,200 Block THAYER ST,05/31/2024 08:36:00 AM,5,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2024-00052470,200 Block THAYER ST,06/29/2024 11:46:10 PM,6,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,JLewis
2024-00070537,0 Block COLLEGE ST,08/27/2024 10:57:00 AM,8,2024,Suspicious Person,Not Used,No violations,0,LGianfrancesco
2024-00044948,0 Block STANIFORD ST,06/07/2024 04:12:00 PM,6,2024,"Larceny, Pickpocketing",11-41-7,LARCENY FROM THE PERSON - POCKET PICKING,1,Central Station
2024-00501432,0 Block ARNOLD ST,08/20/2024 08:53:50 AM,8,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,NField
2024-00065726,0 Block ANDEM ST,08/11/2024 07:04:00 PM,8,2024,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,ELane
2024-00082680,0 Block ELM ST,10/03/2024 09:56:34 PM,10,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCarlone
2024-00038567,0 Block NEWCOMB ST,05/20/2024 12:37:06 AM,5,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,BAucoin
2024-00072669,100 Block PAYTON ST,09/02/2024 06:23:00 PM,9,2024,"Assault, Simple",11-5-5,ASSAULT OF POLICE OFFICERS AND OTHER OFFICIALS - MINOR INJURY,1,RBallinger
2024-00072669,100 Block PAYTON ST,09/02/2024 06:23:00 PM,9,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,RBallinger
2024-00072669,100 Block PAYTON ST,09/02/2024 06:23:00 PM,9,2024,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,5,RBallinger
2024-00072669,100 Block PAYTON ST,09/02/2024 06:23:00 PM,9,2024,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,RBallinger
2024-00031055,600 Block MANTON AVE,04/25/2024 03:11:56 PM,4,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,SCerullo
2024-00042537,0 Block BERNON ST,05/31/2024 02:40:00 PM,5,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ESoloman
2024-00042537,0 Block BERNON ST,05/31/2024 02:40:00 PM,5,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,ESoloman
2024-00056579,500 Block N MAIN ST,07/12/2024 01:50:00 PM,7,2024,Liquor Law Violations,3-8-11.1,PURCHASE/PROCUREMENT OF ALCOHOL FOR MINOR,1,JDoucette
2024-00084503,500 Block N MAIN ST,10/09/2024 05:21:00 PM,10,2024,Dispersals,Not Used,No violations,0,PHourahan
2024-00085201,1200 Block BROAD ST,10/11/2024 11:43:00 PM,10,2024,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,TJones
2024-00085201,1200 Block BROAD ST,10/11/2024 11:43:00 PM,10,2024,Weapons,11-47.1-3,Large capacity feeding devices prohibited,2,TJones
2024-00087254,1200 Block BROAD ST,10/19/2024 12:34:00 AM,10,2024,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,TJones
2024-00087336,1200 Block BROAD ST,10/19/2024 09:59:00 AM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2024-00065806,1200 Block BROAD ST,08/11/2024 11:04:09 PM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,CGordillo Perez
2024-00065863,1200 Block BROAD ST,08/12/2024 01:36:00 AM,8,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BMacedo
2024-00065863,1200 Block BROAD ST,08/12/2024 01:36:00 AM,8,2024,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,BMacedo
2024-00047246,400 Block CHARLES ST,06/14/2024 08:17:00 AM,6,2024,Tresspassing,11-44-26,WILLFUL TRESPASS,1,JBenros
2024-00058126,0 Block BENEFIT ST,07/17/2024 11:07:30 AM,7,2024,Larceny from Building,11-41-1,LARCENY/U $11000 - FROM BLD,1,JLugo
2024-00058446,1200 Block WESTMINSTER ST,07/18/2024 12:34:00 PM,7,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/O $11000 - FROM MV,1,ASantos
2024-00040102,700 Block BROAD ST,05/24/2024 04:51:12 PM,5,2024,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,NColicci
2024-00073172,700 Block BROAD ST,09/04/2024 10:57:00 AM,9,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,OCastro
2024-00073172,700 Block BROAD ST,09/04/2024 10:57:00 AM,9,2024,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,OCastro
2024-00073172,700 Block BROAD ST,09/04/2024 10:57:00 AM,9,2024,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,OCastro
2024-00086018,100 Block DODGE ST,10/14/2024 09:53:00 PM,10,2024,"Assault, Simple",11-5-10,ASSLT ON PERSONS OVER 60 CAUSING BODILY INJURY,1,BO'Brien
2024-00059307,0 Block HOSPITAL ST,07/21/2024 01:26:13 AM,7,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JMontilla
2024-00041360,100 Block SPRUCE ST,05/27/2024 11:33:06 PM,5,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADzialo
2024-00080258,100 Block SPRUCE ST,09/26/2024 10:07:09 AM,9,2024,Forgery,11-47-3.2-A,USE OF A FA WHILE COMMITTING A CRIME OF VIOLENCE,1,ARosales
2024-00080258,100 Block SPRUCE ST,09/26/2024 10:07:09 AM,9,2024,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,ARosales
2024-00080258,100 Block SPRUCE ST,09/26/2024 10:07:09 AM,9,2024,RI Statute Violation,11-1-6,CONSPIRACY - ALL OTH OFFENSE,1,ARosales
2024-00032707,200 Block ADMIRAL ST,04/30/2024 10:41:59 PM,4,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,RAnderson
2024-00058476,100 Block IVES ST,07/18/2024 02:40:47 PM,7,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,SKawejsza
2024-00043614,300 Block CHARLES ST,06/03/2024 10:46:00 AM,6,2024,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,Central Station
2024-00085558,300 Block CHARLES ST,10/13/2024 01:23:29 AM,10,2024,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BAucoin
2024-00085558,300 Block CHARLES ST,10/13/2024 01:23:29 AM,10,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,BAucoin
2024-00085558,300 Block CHARLES ST,10/13/2024 01:23:29 AM,10,2024,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,BAucoin
2024-00085558,300 Block CHARLES ST,10/13/2024 01:23:29 AM,10,2024,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,BAucoin
2024-00066121,500 Block CHARLES ST,08/12/2024 10:06:01 PM,8,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,RRaso
2024-00085740,400 Block ANGELL ST,10/13/2024 07:55:00 PM,10,2024,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,JHeeder
2024-00058655,300 Block RICHMOND ST,07/19/2024 09:42:55 AM,7,2024,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,3,MSullivan
2024-00053474,300 Block RICHMOND ST,07/03/2024 12:23:47 AM,7,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,THoulihan
2024-00048444,300 Block CARPENTER ST,06/17/2024 11:01:16 AM,6,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCamardo
2024-00031521,100 Block N MAIN ST,04/26/2024 11:50:00 PM,4,2024,Liquor Law Violations,3-8-11.1,PURCHASE/PROCUREMENT OF ALCOHOL FOR MINOR,1,JDoucette
2024-00055268,400 Block ANGELL ST,07/08/2024 10:15:00 AM,7,2024,Property Damage,Not Used,No violations,0,LGianfrancesco
2024-00074405,100 Block CHESTNUT ST,09/08/2024 01:25:00 AM,9,2024,Receiving Stolen Property,11-41-2,RECEIVING STOLEN GOODS-FELONY,1,Central Station
2024-00074405,100 Block CHESTNUT ST,09/08/2024 01:25:00 AM,9,2024,"Larceny, Other",11-41-1,LARCENY/O $11000 - ALL OTH LARCENY,1,Central Station
2024-00071567,0 Block PLEASANT VALLEY PKY,08/30/2024 01:49:00 PM,8,2024,Larceny from Building,11-41-1,LARCENY/O $11000 - FROM BLD,1,KWilliams
2024-00071625,0 Block PLEASANT VALLEY PKY,08/30/2024 05:35:00 PM,8,2024,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,ESoloman
2024-00055302,0 Block PLEASANT VALLEY PKY,07/08/2024 01:02:46 PM,7,2024,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JSalmeron
2024-00051358,0 Block PLEASANT VALLEY PKY,06/26/2024 10:23:50 AM,6,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,YGonzalez
2024-00059119,0 Block PLEASANT VALLEY PKY,07/20/2024 05:09:22 PM,7,2024,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,SCerullo
2024-00060245,0 Block PLEASANT VALLEY PKY,07/24/2024 06:29:12 AM,7,2024,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,KWilliams
2024-00040097,300 Block PINE ST,05/24/2024 04:45:17 PM,5,2024,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,SBouyssou
2024-00040097,300 Block PINE ST,05/24/2024 04:45:17 PM,5,2024,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,SBouyssou
2024-00048053,300 Block PINE ST,06/16/2024 05:40:47 AM,6,2024,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,HEspanol
2024-00087204,300 Block PINE ST,10/18/2024 10:50:00 PM,10,2024,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,SBouyssou
2024-00031668,300 Block BROAD ST,04/27/2024 03:34:00 PM,4,2024,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
